1
		Rooms	Brand	Parent Company	Property Name	Market Name	Submarket Name	Hotel Class	Scale	Operation Type	Constr Status	Operational Status	Expansion Rooms	Expansion Status Month	Expansion Status Year	Expansion Status	Property Address	City	State	Zip	Year Built	Year Renovated	Hotel Open Date	Data Participation	Mtg Rooms	Total Mtg Space	Max Contig Mtg Space	Hotel Location Type	Secondary Type	All-Inclusive	All-Suites	Primary Corridors	Number Of Stories	Number Of Parking Spaces	Parking Spaces/Room	FEMA Map Date	FEMA Map Identifier	FIRM ID	FIRM Panel Number	In SFHA	Floodplain Area	Owner Name	Owner Phone	Owner Contact	Owner Address	Owner City State Zip	Property Location	True Owner Address	True Owner City State Zip	True Owner Name	True Owner Contact	True Owner Phone
		79	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites College Station/US 6-East Bypass	Texas Central	Bryan & College Station	Upper Midscale	Upper Midscale	Franchise	Existing	Open	925 Earl Rudder Fwy S	College Station	TX	77845	2003	2025	04/29/2005	Monthly & Daily	2	1,056	1,056	Small Metro/Town	Hotel	No	No	Interior	3	86	1.089	04/02/2014	48041C0220F	48041C	0220F	Yes	100-year Floodplain	Salim Ismail	Texas Hotel Management	9795749220	Bryan, TX 77805	2121 E William Joel Bryan Pky Suite # 2864	Salim Ismail	2121 E William Joel Bryan Pky Suite # 2864	Bryan, TX 77805	9795749220	Texas Hotel Management	07/30/2021
		90	Tru by Hilton	Hilton Worldwide	Tru by Hilton Longview	Texas East	Longview	Midscale	Midscale	Franchise	Existing	Open	3037 N Eastman Rd	Longview	TX	75605	2019		09/26/2019	Monthly & Daily				Small Metro/Town	Hotel	No	No	Interior	4	94	1.044	09/03/2014	48183C0111F	48183C	0111F	No	100-year and 500-year Floodplain		Adrian Valdez		Harlingen, TX 78550-5944	501 S P St		501 S P St	Harlingen, TX 78550-5944		Adrian Valdez	02/28/2020
		91	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites  Longview North	Texas East	Longview	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3044 N Eastman Rd	Longview	TX	75605	2008		08/01/2008	Monthly	3	1,511	1,511	Small Metro/Town	Hotel	No	No	Interior	4			09/03/2014	48183C0111F	48183C	0111F	No	100-year and 500-year Floodplain		Starwood Capital Group	3056955200	Greenwich, CT 06830-6005	591 W Putnam Ave Suite # 700		591 W Putnam Ave Suite # 700	Greenwich, CT 06830-6005	3056955200	Starwood Capital Group	06/01/2017
		70	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Harlingen	McAllen/Brownsville, TX	Brownsville	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1202 N Ed Carey Dr	Harlingen	TX	78550	2003		11/01/2003	Monthly & Daily	1	972	972	Suburban	Hotel	No	No	Interior	3	62	0.886	02/16/2018	48061C0270F	48061C	0270F	Yes	100-year Floodplain	Skip Smith	Tri-city Hotel Llc	8709351624	Jonesboro, AR 72401    	915 Enterprise Dr	Skip Smith	915 Enterprise Dr	Jonesboro, AR 72401    	8709351624	Tri-city Hotel Llc
		72	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Hutto Austin	Austin, TX	Round Rock/Georgetown	Upper Midscale	Upper Midscale	Franchise	Existing	Open	327 Ed Schmidt Blvd	Hutto	TX	78634	2014		07/01/2015	Monthly & Daily	1	506	506	Small Metro/Town	Hotel	No	No	Interior	3			12/20/2019	48491C0520F	48491C	0520F	No	100-year and 500-year Floodplain		Rudra Global Inc	8188477386	Burbank, CA 91502-1231	208-224 E Olive Ave Suite # 206		208-224 E Olive Ave Suite # 206	Burbank, CA 91502-1231	8188477386	Rudra Global Inc	11/08/2023
		132	Hyatt House	Hyatt Corporation	Hyatt House Dallas/Addison	Dallas, TX	Dallas North Central/LBJ Freeway	Upscale	Upscale	Franchise	Existing	Open	4900 Edwin Lewis Dr	Addison	TX	75001	1995	2013	02/01/1996	Monthly & Daily	1	1,300	1,300	Suburban	Hotel	No	Yes	Exterior	3	155	1.174	11/21/2024	48085C0480K	48113C	0480K	No	100-year and 500-year Floodplain		Ahmed Dhanani	2057060298	Birmingham, AL 35244	1017 Bridgewater Park Dr		1017 Bridgewater Park Dr	Birmingham, AL 35244	2057060298	Ahmed Dhanani	11/14/2025
		200	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Hotel El Paso Downtown	El Paso, TX	El Paso CBD/Airport	Upscale	Upscale	Franchise	Existing	Open	600 N El Paso St	El Paso	TX	79901-1122	1970		03/01/2009	Monthly & Daily	7	7,141	3,551	Urban	Hotel	No	No	Interior	17							No		James Scherr	Starlite Properties	9155440100	El Paso, TX 79901    	109 N Oregon St Suite # 13	James Scherr	109 N Oregon St Suite # 13	El Paso, TX 79901    	9155440100	Starlite Properties	06/10/2022
		68	Hampton by Hilton	Hilton Worldwide	Hampton Inn Marshall	Texas East	Longview	Upper Midscale	Upper Midscale	Franchise	Existing	Open	5100 SE End Blvd	Marshall	TX	75672	2000		02/01/2000	Monthly & Daily				Interstate	Hotel	No	No	Interior	3			09/03/2014	48203C0500F	48203C	0500F	Yes	100-year Floodplain	Opinder Dhillon	Opinder S Dhillon	7752872167	Reno, NV 89523	1870 Laurel Ridge Dr	Opinder Dhillon	1870 Laurel Ridge Dr	Reno, NV 89523	7752872167	Opinder S Dhillon	03/24/2025
		80	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Lubbock Southwest	Texas Panhandle	Lubbock	Upper Midscale	Upper Midscale	Franchise	Existing	Open	5614 Englewood Ave	Lubbock	TX	79424-1135	2007	2019	01/11/2008	Monthly & Daily	1	384	384	Suburban	Hotel	No	No	Interior	4	83	1.038	02/03/2017	48303C0290G	48303C	0290G	No	500-year Floodplain		Onyx Hospitality	5619902000	Boca Raton, FL 33487-2811	6420 N Congress Ave Suite # 1850		6420 N Congress Ave Suite # 1850	Boca Raton, FL 33487-2811	5619902000	Onyx Hospitality	09/25/2017
		105	Tru by Hilton	Hilton Worldwide	Tru by Hilton Katy Houston West	Houston, TX	Katy Freeway West	Midscale	Midscale	Franchise	Existing	Open	200 Ernstes Rd	Katy	TX	77494	2019		12/31/2019	Monthly & Daily	1	150	150	Suburban	Hotel	No	No	Interior	4			11/15/2019	48201C0595M	48201C	0595M	No	100-year and 500-year Floodplain	Ben Mousavi	Mousavi LLC	2813928700	Katy, TX 77450-1739	22025 Katy Fwy	Ben Mousavi	22025 Katy Fwy	Katy, TX 77450-1739	2813928700	Mousavi LLC	10/03/2024
		66	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Center	Texas East	Texas East Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	141 Express Blvd	Center	TX	75935	2011		05/01/2011	Monthly & Daily	1	625	625	Small Metro/Town	Hotel	No	No	Interior	3	75	1.136					No		Ramazan Ceker	Ramazan Ceker	7142355176	Irvine, CA 92620	123 Island Coral	Ramazan Ceker	123 Island Coral	Irvine, CA 92620	7142355176	Ramazan Ceker	05/01/2024
		114	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton McAllen	McAllen/Brownsville, TX	McAllen	Upscale	Upscale	Franchise	Existing	Open	3801 Expressway 83	McAllen	TX	78503-8145	2008		05/02/2008	Monthly & Daily	2	1,379	875	Suburban	Hotel	No	Yes	Interior	4	131	1.149					No			Ruby Red Hospitality	9567723605	South Padre Island, TX 78597-7726	7010 Padre Blvd		7010 Padre Blvd	South Padre Island, TX 78597-7726	9567723605	Ruby Red Hospitality	10/12/2022
		104	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn McAllen Airport	McAllen/Brownsville, TX	McAllen	Upscale	Upscale	Franchise	Existing	Open	617 W Expressway 83	McAllen	TX	78503	2000	2012	10/01/2000	Monthly & Daily	2	1,190	943	Urban	Hotel	No	No	Interior	3	94	0.904					No		Naveen Ladha	USA Investment Co.	4075677730	Orlando, FL 32869	8998 Hubbard Pl	Naveen Ladha	8998 Hubbard Pl	Orlando, FL 32869	4075677730	USA Investment Co.	01/01/2023
		84	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Weslaco	McAllen/Brownsville, TX	McAllen	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1004 Fairfield Blvd	Weslaco	TX	78596	2020		02/01/2020	Monthly & Daily	1	2,200	2,200	Suburban	Hotel	No	No	Interior	4	67	0.798					No		Ashok Vasudeva	Ashok Vasudeva	5303944695	Redding, CA 96002	3491 Lemurian Rd	Ashok Vasudeva	3491 Lemurian Rd	Redding, CA 96002	5303944695	Ashok Vasudeva	12/16/2021
		76	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Mount Pleasant	Texas East	Texas East Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2504 W Ferguson Rd	Mount Pleasant	TX	75455	2008		11/01/2008	Monthly & Daily	1	1,000	1,000	Interstate	Hotel	No	No	Interior	4			09/29/2010	48449C0265D	48449C	0265D	Yes	100-year Floodplain	Sanjay Patel	Sanjay Patel	3252802463	LAMPASAS, TX 76550	1502 S Key Ave	Sanjay Patel	1502 S Key Ave	LAMPASAS, TX 76550	3252802463	Sanjay Patel
		100	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Bedford DFW West	Fort Worth/Arlington, TX	Bedford/Grapevine	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1916 Forest Ridge Dr	Bedford	TX	76021-5727	2019		04/01/2019	Monthly & Daily	1	1,110	1,110	Suburban	Hotel	No	Yes	Interior	4	117	1.170	09/25/2009	48439C0210K	48439C	0210K	No	100-year and 500-year Floodplain		AHS Hotel Group, LLC								AHS Hotel Group, LLC	04/01/2022
		91	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Houston Stafford	Houston, TX	Houston Southwest Freeway	Upper Midscale	Upper Midscale	Franchise	Existing	Open	11121 Fountain Lake Dr	Stafford	TX	77477	2016		08/01/2016	Monthly & Daily				Suburban	Hotel	No	Yes	Interior	4	91	1.000	04/02/2014	48157C0165L	48157C	0165L	No	100-year and 500-year Floodplain		Pflugerville Hospitality Inc	3463092240	Houston, TX 77031	11842 Wilcrest Dr		11842 Wilcrest Dr	Houston, TX 77031	3463092240	Pflugerville Hospitality Inc	03/26/2025
		499	Marriott	Marriott International	Dallas/Fort Worth Airport Marriott	Dallas, TX	Irving	Upper Upscale	Upper Upscale	Franchise	Existing	Open	8440 Freeport Pky	Irving	TX	75063	1981	2021	10/26/1982	Monthly	15	23,180	8,832	Airport	Hotel	No	No	Interior	20	612	1.226	07/07/2014	48113C0145K	48113C	0145K	No	100-year and 500-year Floodplain		Ashford Hospitality Trust, Inc.	9724909600	Dallas, TX 75254-1319	14185 Dallas Pky Suite # 1200		14185 Dallas Pky Suite # 1200	Dallas, TX 75254-1319	9724909600	Ashford Hospitality Trust, Inc.	04/09/2018
		150	AC Hotels by Marriott	Marriott International	AC Hotel Dallas Frisco	Dallas, TX	West Plano/Frisco	Upscale	Upscale	Franchise	Existing	Open	4343 Frisco Green Ave	Frisco	TX	75034	2019		08/01/2019	Monthly	5	7,121	3,261	Suburban	Hotel	No	No	Interior	8			06/07/2017	48085C0355K	48085C	0355K	No	100-year and 500-year Floodplain		GIC Real Estate	68898888	Singapore, SGP 068912	168 Robinson Rd Suite # 37-01, Capital Tower		168 Robinson Rd Suite # 37-01, Capital Tower	Singapore, SGP 068912	68898888	GIC Real Estate
		150	Canopy by Hilton	Hilton Worldwide	Canopy by Hilton Dallas Frisco Station	Dallas, TX	West Plano/Frisco	Upper Upscale	Upper Upscale	Franchise	Existing	Open	4455 Frisco Green Ave	Frisco	TX	75034	2020		06/05/2020	Monthly & Daily				Suburban	Hotel	No	No	Interior	7			06/07/2017	48085C0355K	48085C	0355K	No	100-year and 500-year Floodplain		GIC Real Estate	68898888	Singapore, SGP 068912	168 Robinson Rd Suite # 37-01, Capital Tower		168 Robinson Rd Suite # 37-01, Capital Tower	Singapore, SGP 068912	68898888	GIC Real Estate
		59	Hampton by Hilton	Hilton Worldwide	Hampton Inn Van Horn	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	1921 SW Frontage Rd	Van Horn	TX	79855	2009		04/01/2009	Monthly & Daily				Interstate	Hotel	No	No	Interior	2	87	1.475					No		Glen Adamson	VAN HORN LODGING LLC	4322830028	Roseville, CA 95661	P.O.Box 249	Glen Adamson	P.O.Box 249	Roseville, CA 95661	4322830028	VAN HORN LODGING LLC
		199	DoubleTree by Hilton	Hilton Worldwide	DoubleTree by Hilton Laredo	Texas South	Texas South Area	Upscale	Upscale	Franchise	Existing	Open	800 Garden St	Laredo	TX	78040	1983	2025	08/01/1984	Monthly & Daily	5	6,880	3,300	Suburban	Hotel	No	No	Interior	13	20	0.101	04/02/2008	48479C1195C	48479C	1195C	No	100-year and 500-year Floodplain		Shreem Capital	2145464622	Irving, TX 75039-5421	222 W Las Colinas Blvd Suite # 755E		222 W Las Colinas Blvd Suite # 755E	Irving, TX 75039-5421	2145464622	Shreem Capital	08/04/2025
		70	Hampton by Hilton	Hilton Worldwide	Hampton Inn Houston/Baytown	Houston, TX	Houston East/Baytown	Upper Midscale	Upper Midscale	Franchise	Existing	Open	7211 Garth Rd	Baytown	TX	77521	1996	2016	08/14/1996	Monthly & Daily		0	0	Suburban	Hotel	No	No	Interior	3	72	1.029	01/06/2017	48201C0765M	48201C	0765M	No	100-year and 500-year Floodplain		DHRUV Management	7278469500	Tampa, FL 33634-2310	6135 W Sitka St Suite # Floor 3 East		6135 W Sitka St Suite # Floor 3 East	Tampa, FL 33634-2310	7278469500	DHRUV Management	09/11/2024
		96	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Baytown	Houston, TX	Houston East/Baytown	Upper Midscale	Upper Midscale	Franchise	Existing	Open	7512 Garth Rd	Baytown	TX	77521	2017		07/18/2017	Monthly & Daily	1	910	910	Suburban	Hotel	No	Yes	Interior	4	89	0.927	01/06/2017	48201C0765M	48201C	0765M	No	100-year and 500-year Floodplain		GAP Hotels, LLC	3374530328	Carencro, LA 70520	P.O.Box 868		P.O.Box 868	Carencro, LA 70520	3374530328	GAP Hotels, LLC	09/07/2021
		202	Embassy Suites by Hilton	Hilton Worldwide	Embassy Suites by Hilton El Paso	El Paso, TX	El Paso CBD/Airport	Upper Upscale	Upper Upscale	Franchise	Existing	Open	6100 Gateway E	El Paso	TX	79905	1976	2016	12/01/1976	Monthly & Daily	5	5,928	3,162	Airport	Hotel	No	Yes	Interior	8	169	0.837					No			Westmont Hospitality Group	7137829100	Houston, TX 77057-3009	5847 San Felipe Suite # 4600		5847 San Felipe Suite # 4600	Houston, TX 77057-3009	7137829100	Westmont Hospitality Group	11/01/2022
		127	Spark by Hilton	Hilton Worldwide	Spark by Hilton Richardson Dallas	Dallas, TX	East Plano/Richardson	Midscale	Midscale	Franchise	Existing	Open	1577 Gateway Blvd	Richardson	TX	75080	1987	2015	01/01/1987	Monthly & Daily	0	0	0	Suburban	Hotel	No	No	Interior	4	137	1.079	06/07/2017	48085C0505K	48113C	0505K	No	100-year and 500-year Floodplain	Dhaval Patel	Whitestone Hospitality	9726008162	Irving, TX 75038-3029	1200 W Walnut Hill Ln Suite # 2525	Dhaval Patel	1200 W Walnut Hill Ln Suite # 2525	Irving, TX 75038-3029	9726008162	Whitestone Hospitality	05/01/2023
		145	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn El Paso Airport	El Paso, TX	El Paso CBD/Airport	Upscale	Upscale	Franchise	Existing	Open	6650 Gateway Blvd E	El Paso	TX	79915-1005	2011		12/19/2011	Monthly & Daily	3	2,916	2,916	Airport	Hotel	No	No	Interior	4	125	0.862	02/16/2006	4802140041C	480214	0041C	No	100-year and 500-year Floodplain		Flynn Properties, Inc.	4159032100	San Francisco, CA 94104-4215	225 Bush St Suite # 1800		225 Bush St Suite # 1800	San Francisco, CA 94104-4215	4159032100	Flynn Properties, Inc.	07/22/2021
		114	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton El Paso Airport	El Paso, TX	El Paso CBD/Airport	Upscale	Upscale	Franchise	Existing	Open	6656 Gateway Blvd E	El Paso	TX	79915	2007	2017	04/01/2008	Monthly & Daily	1	728	728	Airport	Hotel	No	Yes	Interior	4	137	1.202	02/16/2006	4802140041C	480214	0041C	No	100-year and 500-year Floodplain		Apple Hospitality REIT, Inc.	8043448121	Richmond, VA 23219-3306	814 E Main St		814 E Main St	Richmond, VA 23219-3306	8043448121	Apple Hospitality REIT, Inc.
		139	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites El Paso-Airport	El Paso, TX	El Paso CBD/Airport	Upper Midscale	Upper Midscale	Franchise	Existing	Open	6635 Gateway Blvd W	El Paso	TX	79925	1995	2023	10/30/1995	Monthly & Daily	2	888	600	Airport	Hotel	No	No	Interior	4	166	1.194	02/16/2006	4802140041C	480214	0041C	No	100-year and 500-year Floodplain		Nexgen Hotels	8475926218	Schaumburg, IL 60193-4555	502 Pratt Ave N		502 Pratt Ave N	Schaumburg, IL 60193-4555	8475926218	Nexgen Hotels	06/25/2025
		103	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites El Paso/East	El Paso, TX	El Paso Surrounding	Upper Midscale	Upper Midscale	Franchise	Existing	Open	12055 Gateway Blvd W	El Paso	TX	79936	2014	2023	08/01/2014	Monthly & Daily	1	1,050	1,050	Suburban	Hotel	No	No	Interior	4	120	1.165	02/16/2006	4802140045C	480214	0045C	No	100-year and 500-year Floodplain	Alpesh Patel	Kana Hotel Group	8655605102	Knoxville, TN 37923    	410 N Cedar Bluff Rd Suite # 200	Alpesh Patel	410 N Cedar Bluff Rd Suite # 200	Knoxville, TN 37923    	8655605102	Kana Hotel Group	08/01/2018
		111	Hyatt Place	Hyatt Corporation	Hyatt Place El Paso Airport	El Paso, TX	El Paso CBD/Airport	Upscale	Upscale	Chain Management	Existing	Open	6030 E Gateway Blvd	El Paso	TX	79905	1995	2012	04/01/1996	Monthly & Daily	3	1,586	1,586	Airport	Hotel	No	Yes	Interior	6	121	1.090					No			Service Properties Trust	6179648389	Newton, MA 02458-1726	255 Washington St Suite # 300		255 Washington St Suite # 300	Newton, MA 02458-1726	6179648389	Service Properties Trust
		102	Hilton Garden Inn	Hilton Worldwide	Hilton Garden Inn Dallas Frisco	Dallas, TX	West Plano/Frisco	Upscale	Upscale	Franchise	Existing	Open	7550 Gaylord Pky	Frisco	TX	75034	2008	2017	12/01/2008	Monthly & Daily	3	2,500	2,100	Suburban	Hotel	No	No	Interior	5	135	1.324	06/07/2017	48085C0355K	48085C	0355K	No	100-year and 500-year Floodplain		Apple Hospitality REIT, Inc.	8043448121	Richmond, VA 23219-3306	814 E Main St		814 E Main St	Richmond, VA 23219-3306	8043448121	Apple Hospitality REIT, Inc.
		83	Hampton by Hilton	Hilton Worldwide	Hampton Inn Temple	Texas Central	Killeen/Temple	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3816 S General Bruce Dr	Temple	TX	76502-4840	2014		03/01/2014	Monthly & Daily				Interstate	Hotel	No	No	Interior	4	75	0.904	09/26/2008	48027C0335E	48027C	0335E	No	100-year and 500-year Floodplain	Skip Smith	Rainwater & Cox Inc.	8709351624	Jonesboro, AR 72401    	915 Enterprise Dr	Skip Smith	915 Enterprise Dr	Jonesboro, AR 72401    	8709351624	Rainwater & Cox Inc.
		72	Hampton by Hilton	Hilton Worldwide	Hampton Inn Sweetwater, TX	Texas West	Texas West Area	Upper Midscale	Upper Midscale	Franchise	Existing	Open	302 SE Georgia Ave	Sweetwater	TX	79556	2009		11/01/2009	Monthly	1	504	504	Interstate	Hotel	No	No	Interior	4	63	0.875					No												06/01/2017
		101	Hampton by Hilton	Hilton Worldwide	Hampton Inn & Suites Dallas/Richardson	Dallas, TX	East Plano/Richardson	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2250 N Glenville Dr	Richardson	TX	75082	2017		01/20/2017	Monthly & Daily	1	800	800	Suburban	Hotel	No	No	Interior	4	101	1.000	06/07/2017	48085C0505K	48113C	0505K	No	100-year and 500-year Floodplain	David Brown	Armadale Capital	9177967860	New Canaan, CT 06840-4764	49 Locust Ave Suite # 108	David Brown	49 Locust Ave Suite # 108	New Canaan, CT 06840-4764	9177967860	Armadale Capital	10/20/2015
		113	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Tyler	Texas East	Tyler	Upscale	Upscale	Franchise	Existing	Open	3104 Golden Rd	Tyler	TX	75701	2016		10/01/2016	Monthly & Daily	3	1,344	720	Small Metro/Town	Hotel	No	Yes	Interior	4	103	0.912	04/16/2014	48423C0360D	48423C	0360D	No	100-year and 500-year Floodplain		Lodging Opportunity Fund REIT	7016306500	Fargo, ND 58103	1635 43rd St Suite # 305		1635 43rd St Suite # 305	Fargo, ND 58103	7016306500	Lodging Opportunity Fund REIT	07/02/2024
		250	Hyatt Regency	Hyatt Corporation	Hyatt Regency Conroe	Houston, TX	Houston North/Woodlands	Upper Upscale	Upper Upscale	Chain Management	Existing	Open	1001 Grand Central Pky	Conroe	TX	77304-3243	2023		05/25/2023	Monthly & Daily	8	27,534	14,003	Interstate	Hotel	No	No	Interior	7			08/18/2014	48339C0390G	48339C	0390G	Yes	100-year Floodplain		City of Conroe	9365223000	Conroe, TX 77301-2803	300 W Davis St		300 W Davis St	Conroe, TX 77301-2803	9365223000	City of Conroe
		300	Hilton	Hilton Worldwide	Hilton Dallas/Plano Granite Park	Dallas, TX	West Plano/Frisco	Upper Upscale	Upper Upscale	Franchise	Existing	Open	5805 Granite Pky	Plano	TX	75024	2014		08/28/2014	Monthly & Daily	12	19,762	14,469	Suburban	Hotel	No	No	Interior	9	332	1.107	06/07/2017	48085C0355K	48085C	0355K	No	100-year and 500-year Floodplain		Driftwood Capital	3055009900	Coral Gables, FL 33134-7411	255 Alhambra Cir Suite # 760		255 Alhambra Cir Suite # 760	Coral Gables, FL 33134-7411	3055009900	Driftwood Capital	06/20/2023
		125	Hyatt Place	Hyatt Corporation	Hyatt Place Dallas Grapevine	Fort Worth/Arlington, TX	Bedford/Grapevine	Upscale	Upscale	Franchise	Existing	Open	2220 W Grapevine Mills Cir	Grapevine	TX	76051	2000	2015	01/01/2000	Monthly & Daily	1	1,000	1,000	Airport	Hotel	No	No	Interior	6			07/07/2014	48113C0135K	48439C	0135K	No	100-year and 500-year Floodplain		GIC Real Estate	68898888	Singapore, SGP 068912	168 Robinson Rd Suite # 37-01, Capital Tower		168 Robinson Rd Suite # 37-01, Capital Tower	Singapore, SGP 068912	68898888	GIC Real Estate	06/10/2016
		105	Homewood Suites by Hilton	Hilton Worldwide	Homewood Suites by Hilton Dallas-DFW Airport N-Grapevine	Fort Worth/Arlington, TX	Bedford/Grapevine	Upscale	Upscale	Franchise	Existing	Open	2214 W Grapevine Mills Cor	Grapevine	TX	76051-2077	2000	2018	08/01/2001	Monthly	1	750	750	Airport	Hotel	No	Yes	Interior	4	130	1.238	07/07/2014	48113C0135K	48439C	0135K	No	100-year and 500-year Floodplain		Varde Partners, Inc.	9528931554	Minneapolis, MN 55402    	901 Marquette Ave Suite # 3300		901 Marquette Ave Suite # 3300	Minneapolis, MN 55402    	9528931554	Varde Partners, Inc.	12/01/2023
		90	Home2 Suites by Hilton	Hilton Worldwide	Home2 Suites by Hilton Texas City Houston	Houston, TX	Galveston & Texas City	Upper Midscale	Upper Midscale	Franchise	Existing	Open	3000 Gulf Fwy N	Texas City	TX	77591-2827	2018		05/01/2018	Monthly & Daily	1	312	312	Suburban	Hotel	No	Yes	Interior	4			08/15/2019	48167C0245G	48167C	0245G	No	100-year and 500-year Floodplain	Bharat Patel	Bharat Patel	4093634904	Galveston, TX 77551    	2943 Dominique Dr	Bharat Patel	2943 Dominique Dr	Galveston, TX 77551    	4093634904	Bharat Patel
		81	Hampton by Hilton	Hilton Worldwide	Hampton by Hilton Inn & Suites Houston/League City	Houston, TX	Galveston & Texas City	Upper Midscale	Upper Midscale	Franchise	Existing	Open	2320 Gulf Fwy S	League City	TX	77573	2010	2015	09/01/2010	Monthly & Daily	1	625	625	Suburban	Hotel	No	No	Interior	4	76	0.938	08/15/2019	48167C0230G	48167C	0230G	No	100-year and 500-year Floodplain	Kalpesh Patel	Kalpesh Patel	7012500037	League City, TX 77573-4578	1532 Colton Way	Kalpesh Patel	1532 Colton Way	League City, TX 77573-4578	7012500037	Kalpesh Patel	08/01/2017
